globalId,sex,birthday,familyId
JQF218-01-A (921),Male,07/01/2014,1631
VWW669-01-A (406),,08/15/2009,316
CHL989-01-A (186),Female,04/30/2019,80568
NFK721-01-A (822),Female,03/03/2019,87295
HTW595-01-A (779),Male,04/28/2023,84157
FKD843-01-A (657),Male,09/21/2012,1394
GVV323-01-A (416),Male,02/09/2022,80392
MJT360-01-A (185),Male,02/19/2019,82553
DDM056-01-A (525),Female,11/14/2018,87642
HHL079-01-A (921),Female,12/03/2019,82517
FWH545-01-A (152),Male,08/28/2012,1362
HYR589-01-A (878),Female,03/08/2020,83036
WDM136-01-A (119),Male,02/13/2022,88485
ZMG778-01-A (713),Male,09/12/2011,580
LQV674-01-A (713),Female,05/18/2023,81871
MBD610-01-A (327),Female,09/26/2018,88745
DDF581-01-A (393),Female,08/02/2022,89253
FCP851-01-A (756),Male,01/03/2019,84504
TVD275-01-A (449),Female,03/06/2020,89140
JVV990-01-A (845),Female,08/06/2019,82160
RBR931-01-A (152),Female,04/22/2010,409
BQP847-01-A (251),Female,05/16/2020,80680
XKV703-01-A (680),Female,06/25/2022,81674
VZB638-01-A (680),Female,11/11/2009,377
MWD605-01-A (152),Female,11/08/2019,88758
BPQ270-01-A (921),Male,09/17/2022,83359
LJD486-01-A (921),Female,10/16/2022,88191
JLV088-01-A (449),Female,08/30/2021,86164
YLV944-01-A (977),Female,12/18/2016,6022
TXR417-01-A (911),Female,03/24/2012,682
YWZ475-01-A (439),Male,08/15/2021,83613
ZCR636-01-A (515),Female,02/19/2022,83657
HRV745-01-A (581),Unknown,10/13/2018,80845
YQB743-01-A (383),Female,11/09/2016,2102
KFK411-01-A (591),Female,04/06/2019,82045
MYN399-01-A (878),Female,09/05/2022,86431
CBL718-01-A (558),Male,09/23/2018,81904
QFN151-01-A (921),Female,03/03/2019,89529
JNK002-01-A (690),Female,10/08/2011,631
KPZ610-01-A (449),,04/07/2019,86461
CJT350-01-A (822),Female,03/19/2009,246
XXP126-01-A (878),Female,05/28/2019,81655
QKD202-02-A (690),Female,09/02/2017,3134
BVM968-01-A (449),Male,01/29/2019,86440
YLJ301-01-A (152),Female,02/12/2020,83310
LXZ510-01-A (713),Male,03/28/2020,82540
THL624-01-A (185),Male,06/21/2010,484
SYJ996-01-N (485),Female,03/10/2017,6047
PVJ790-01-A (581),Male,03/11/2020,84078
FTC064-01-A (756),Female,06/03/2013,1591
LWQ253-01-A (515),Male,02/19/2020,84729
LSW678-01-A (944),Female,09/30/2012,1481
JSN109-01-A (218),Female,02/18/2020,87618
KHJ153-01-A (723),Female,05/24/2019,89627
VRN902-01-A (614),,05/01/2023,86687
WQP768-01-A (110),Female,09/13/2009,433
TTQ883-01-A (977),Female,12/21/2018,88641
THH375-01-A (152),Female,05/05/2021,84865
NJW296-01-A (581),Male,02/17/2022,89431
BKH369-01-A (756),Female,11/15/2018,84646
VKV453-01-A (680),Female,12/30/2022,85649
GWM876-01-M (989),Male,02/07/2019,80370
NLF384-01-A (120),Male,10/03/2020,87257
KZT613-01-A (680),Female,09/12/2011,627
KZC694-01-A (416),Female,11/12/2018,87534
JCL917-01-A (855),Female,03/21/2019,88550
ZNT549-01-A (143),Male,03/23/2013,1580
TQW013-01-A (581),Female,10/28/2013,1572
MDT169-01-A (218),Female,02/25/2019,86743
LGF333-01-A (591),Female,04/30/2020,85196
MNN095-01-A (284),Male,03/01/2019,85103
HVJ715-01-A (218),Female,09/01/2020,85821
54jpojzH4AVzTJoPD,,,
RTL925-01-A (647),Male,01/17/2019,87021
SPS045-01-A (548),Male,02/23/2010,415
LVN615-01-N (891),Male,02/27/2019,89060
KJX621-01-A (251),Male,09/04/2018,80838
ZSB509-01-A (482),Male,01/18/2013,1527
LJM640-01-A (954),Female,06/25/2011,575
DMJ547-01-A (888),Male,01/01/2019,88938
LTR526-01-A (548),,05/08/2023,84572
GVZ238-01-A (713),Female,06/21/2018,85388
CPT099-01-A (350),Male,05/21/2012,1392
VKG640-01-A (119),,05/23/2023,84372
FVG772-01-N (594),Female,05/14/2022,87922
XJC162-01-A (987),Male,06/08/2021,86190
PND524-01-A (954),Male,05/10/2019,86730
FVN126-01-A (152),Male,01/03/2022,82238
LNQ977-01-A (647),Female,07/27/2018,85389
HHL453-01-A (789),Female,06/07/2012,1381
KSF052-01-A (888),Female,11/02/2018,82523
WGQ246-01-A (416),Female,08/10/2016,6012
XRZ528-01-A (208),Male,09/09/2010,502
YYL995-01-A (274),Female,04/20/2009,235
WHB247-01-A (987),Female,11/19/2018,88603
BFG480-01-A (360),Male,02/06/2020,82599
LYY018-01-A (812),Female,08/29/2018,87356
MMK311-01-N (297),Male,12/29/2021,83143
PYK212-01-A (350),Male,10/27/2022,85266
FCQ335-01-A (690),Female,08/23/2018,80096
SBY793-01-A (614),Male,02/18/2019,89166
CXR904-01-A (383),Male,10/15/2018,85890
WYG561-01-A (680),Female,07/29/2019,84280
TFX572-01-A (581),Male,12/17/2014,1632
BNH325-01-A (591),Male,12/13/2022,83357
RYL982-01-A (911),Male,03/16/2013,1488
PPV210-01-A (350),Female,08/02/2017,3112
XKF860-01-A (284),Male,06/15/2011,576
GCW956-01-A (218),Female,12/28/2008,216
DCC035-01-A (163),Female,09/19/2019,86674
TZC873-01-A (680),Male,11/22/2022,81324
DJV276-01-A (152),Male,10/02/2016,2055
LDR942-01-A (186),Male,08/20/2019,82410
BGB558-01-A (426),Female,09/10/2016,3009
BLQ684-01-A (186),Female,11/16/2021,83239
JCR488-01-A (152),Male,11/14/2018,81991
SYJ996-01-M (451),Male,03/10/2017,6047
MQJ796-01-N (957),Male,04/12/2013,1514
RMW265-01-A (680),Female,11/07/2018,88980
TGD969-01-A (284),Male,11/28/2012,1525
KXD326-01-A (119),Female,08/12/2018,87889
GTS933-01-A (482),Male,10/03/2019,88838
TKX611-01-A (548),Male,06/22/2022,89339
RYF448-01-A (614),Male,03/16/2020,86168
KJL977-01-A (317),Male,06/05/2022,89825
KJJ524-01-N (297),Female,10/09/2019,84501
FVG235-01-A (954),Male,07/12/2012,1411
DVB445-01-A (822),Male,12/18/2014,1643
TCJ679-01-A (284),Male,06/03/2020,89973
VLD311-01-A (888),Female,04/15/2022,85852
JNT771-01-A (416),Male,02/08/2013,1513
GSC827-01-A (987),Female,01/31/2020,83960
FPM189-01-A (218),Female,10/10/2012,1472
ZRX606-01-A (109),Female,09/14/2008,62
QLL658-01-A (449),Female,11/05/2018,85050
MPQ946-01-A (614),Male,07/04/2018,87491
JZM828-01-A (680),Female,04/26/2009,318
KZP212-01-A (383),Male,10/03/2018,83183
TWB870-01-A (449),Male,06/22/2016,3040
KPV565-01-A (614),Female,07/03/2010,467
NCT880-01-A (218),Female,08/10/2010,476
BLQ170-01-A (756),Male,05/26/2018,80916
HJC838-01-A (789),Female,12/22/2016,2011
VVC703-01-A (350),Male,12/03/2018,84804
GJC502-01-A (360),Male,08/31/2015,1563
WYZ100-01-A (944),Male,01/11/2014,1561
KXM125-01-A (317),Female,06/28/2016,6000
SBY066-01-A (383),Male,08/31/2019,81453
PRT334-01-A (581),Female,02/14/2019,80818
VXF127-01-A (515),Female,01/17/2020,88181
JTC719-01-A (119),Male,07/04/2014,1605
MFB544-01-A (591),Female,01/02/2019,86928
SBB700-01-A (459),Female,03/09/2020,80205
CVD069-01-A (921),Male,01/26/2018,87069
GLZ418-01-A (383),Male,06/29/2018,83172
FYF019-01-A (120),Female,12/31/2021,84768
QYF906-01-A (548),Female,11/21/2018,89382
SPR662-01-A (680),Male,08/14/2016,3003
HJC087-01-A (657),Male,12/28/2009,408
GYQ941-01-A (548),Female,09/01/2019,82123
HPD542-01-A (756),Female,10/13/2018,83195
NRK487-01-A (515),Male,10/30/2019,85535
HYF628-01-A (284),Male,02/23/2023,81331
SXZ167-01-A (208),Male,09/10/2022,81967
CWR588-01-A (614),Male,10/24/2018,82197
KVH799-01-A (647),Male,06/20/2011,623
STG473-01-A (449),Female,03/20/2020,83490
YTT025-01-A (845),Female,02/11/2022,82157
JRR728-01-A (548),Male,06/19/2019,81520
WMJ798-01-A (779),Male,12/13/2018,84018
QNX355-01-N (155),,01/13/2020,85668
JVX699-01-A (109),Female,10/10/2013,1574
LHC128-01-A (591),Male,09/18/2018,85218
ZQV369-01-A (208),Male,11/18/2011,667
QFY319-01-M (890),Female,07/10/2017,3110
MCB884-01-A (723),Female,12/03/2018,86031
QDK745-01-A (153),Female,10/05/2012,1483
MMK311-01-A (855),Male,12/29/2021,83143
TDY935-01-A (647),Male,07/19/2018,81216
SXX873-01-A (274),Male,08/26/2019,84422
CXF187-01-A (186),Female,02/26/2022,81011
HBZ526-01-A (186),Male,12/15/2018,89603
PYM198-01-A (845),Female,11/08/2022,82179
DBH880-01-A (459),Male,05/01/2018,82622
TFH187-01-A (119),Male,05/21/2019,83667
GDC233-01-A (195),Female,02/16/2020,87673
JJY773-01-A (515),Male,03/04/2019,88501
BWP576-01-A (416),Female,01/17/2019,81399
HSX501-01-A (350),Female,10/10/2019,87205
WZT929-01-A (406),Female,03/26/2020,80115
ZND119-01-A (284),Male,09/27/2016,3031
CSN635-01-M (527),Male,08/06/2018,87430
LSV600-01-A (416),Female,05/26/2009,329
JMR655-01-A (350),Female,06/12/2015,1683
HYH412-01-A (153),Male,02/22/2022,81509
TFM445-01-N (627),Female,04/30/2019,83596
ZZV570-01-A (307),Female,04/17/2015,1656
LCS856-01-A (218),Male,02/13/2019,82784
TZT229-01-A (176),Female,02/23/2020,82542
ZHY092-01-A (779),Female,10/06/2011,671
GSW122-01-A (251),Female,05/02/2010,466
LGP636-01-A (119),Male,03/11/2022,84261
WFQ698-01-A (746),Male,01/05/2023,89061
MNK096-01-A (218),Female,04/06/2019,82854
YPG925-01-A (581),Unknown,10/20/2019,86438
JFS363-01-N (462),Female,12/25/2021,87195
GPK424-01-A (921),Female,05/31/2019,86085
VXC743-01-A (548),Male,10/26/2016,3056
KPH191-01-A (987),Male,04/08/2019,87729
HGX059-01-A (218),Male,06/26/2014,1671
PZC518-01-A (416),Female,05/09/2011,586
ZSD451-01-A (416),,09/22/2020,81299
CSQ415-01-A (186),Female,10/21/2016,3067
XTH200-01-A (251),Female,12/11/2008,207
MGY416-01-A (317),Male,03/03/2019,86714
QQV521-01-A (581),Male,03/05/2020,83327
LSK283-01-A (284),Female,03/06/2022,81790
CPN600-01-A (756),Female,06/18/2022,81086
HFR891-01-N (561),Female,03/04/2021,82248
LFK914-01-A (888),Male,09/04/2019,84980
JPZ424-01-A (515),Female,07/31/2016,6007
MPQ705-01-A (383),,06/06/2019,81335
TTK443-01-A (515),Female,05/17/2018,89305
QTN450-01-A (449),Male,02/11/2022,81069
KYC268-01-A (284),Female,06/25/2018,89469
ZQT032-01-A (713),Female,09/02/2011,650
CSN635-01-A (119),Female,08/06/2018,87430
ZDZ857-01-A (977),Male,12/22/2018,86970
ZLN940-01-A (614),Female,08/02/2012,1409
PTT116-01-A (581),Male,09/15/2020,87807
LSV069-01-A (713),Male,01/29/2019,89426
ZJK924-01-A (515),Female,01/06/2022,80460
DRW841-01-A (383),Male,06/24/2011,642
FZS147-01-A (548),Male,05/21/2009,294
NRL986-01-A (680),Male,09/22/2013,1600
SCD052-01-A (558),Male,09/14/2018,86744
QQF061-01-A (120),Female,09/01/2021,83413
ZGB387-01-A (218),Male,07/20/2019,85743
DLC442-01-A (426),Male,12/15/2022,86866
CBW928-01-A (120),Female,07/21/2020,87175
NHR264-01-A (185),Female,12/10/2018,83077
FFM865-01-A (921),Female,02/26/2020,83014
LXN959-01-A (878),Female,09/24/2021,89067
MGR560-01-A (186),Male,09/28/2019,87048
VNY903-01-A (878),Male,06/27/2018,81817
DZW338-01-A (680),Male,12/16/2012,1519
ZGQ068-01-A (581),Male,04/08/2022,86246
GTK652-01-A (152),Male,11/06/2008,231
YLG694-01-A (548),Male,04/10/2014,1629
TCL637-01-A (152),Male,03/05/2022,83486
ZVX302-01-A (110),Male,04/19/2019,83858
PRD929-01-A (383),Female,03/13/2018,89268
WYG353-01-A (647),Male,11/20/2011,677
SRT893-01-A (110),Male,02/17/2023,83285
TWK336-01-A (647),Male,03/18/2015,1645
DPZ014-01-A (152),Female,01/27/2019,86138
LFM300-01-A (591),Male,10/21/2019,84934
DKC244-01-A (393),Male,01/18/2012,683
LXZ862-01-A (143),,02/08/2023,84574
HSG480-01-A (987),Male,02/01/2019,81882
LWN054-01-N (825),Male,08/23/2016,3012
GDL520-01-A (459),Male,08/31/2019,82269
BCX189-01-A (120),Unknown,03/06/2019,86983
TWD966-01-A (713),Male,10/09/2018,81594
LWY885-01-A (142),Male,02/20/2019,82340
HHX837-01-A (383),,03/27/2023,81083
TQQ111-01-A (350),Male,09/06/2018,81186
TTQ222-01-A (548),Male,05/16/2019,82491
ZLB466-01-A (317),Female,04/25/2020,85552
YRX265-01-A (109),Female,11/20/2022,82859
MPP246-01-A (350),Male,04/04/2020,87513
MLB799-01-A (185),Male,08/10/2018,86455
TMC569-01-A (317),Male,02/19/2022,83782
TNR204-01-A (383),Female,12/09/2016,2087
CVW990-01-A (647),Male,08/13/2016,2013
NGT839-01-A (482),Male,09/11/2014,1621
5U5dck7IQIiFUNrwz,,,
PWK021-01-A (218),,04/14/2023,82333
TGW467-01-A (680),Male,08/17/2018,86850
BGN675-01-A (822),Male,08/01/2016,2012
RBJ451-01-A (789),Male,09/18/2019,85994
RWR414-01-A (713),Female,12/15/2018,89883
YXL848-01-A (142),Female,02/21/2014,1622
GRG479-01-A (185),Male,02/08/2022,83508
CLQ582-01-A (120),Male,08/24/2018,89270
WPF796-01-A (680),Male,08/23/2012,1389
JSF732-01-A (120),Female,01/04/2012,684
CQP313-01-A (888),Female,01/17/2019,84379
JJV437-01-A (317),Female,09/06/2018,84516
CJJ594-01-A (822),Female,11/14/2018,82501
BQK791-01-A (120),Female,08/06/2018,80152
QYD925-01-A (515),,02/24/2023,84383
YMR370-01-A (647),Female,08/03/2018,84100
PRD366-01-A (218),Female,05/05/2009,278
FHM507-01-A (756),Male,12/29/2009,429
YDC739-01-A (152),Female,12/18/2018,84392
PPJ846-01-A (449),Male,06/23/2019,85984
YCK660-01-N (594),Female,05/01/2018,86570
CPJ264-01-A (822),Male,06/25/2012,1401
CZX247-01-A (647),Female,01/26/2022,85511
JYP178-01-A (680),Female,11/24/2022,82377
XVW921-01-A (142),Male,10/05/2018,82569
ZSX585-01-A (340),Female,02/02/2019,80963
GJB876-01-A (789),Female,01/31/2022,85339
VWP009-01-A (779),Unknown,01/25/2020,87399
PFD674-01-A (888),Female,12/01/2022,88841
VSD269-01-A (515),Female,04/13/2022,87676
SQL850-01-A (482),Male,01/25/2019,80315
WSP794-01-A (143),Male,08/10/2018,87723
JFS363-01-A (120),Male,12/25/2021,87195
JHZ012-01-A (120),Male,11/15/2009,370
ZNG656-01-A (581),Female,11/03/2021,83572
YHG909-01-A (383),Male,10/31/2011,555
ZVQ878-01-A (373),Male,04/14/2023,84285
PXR276-01-A (878),Female,06/13/2019,88060
HXK737-01-A (449),Male,03/08/2023,87180
WSS749-01-A (142),Female,01/16/2020,82677
PLJ955-01-A (350),Female,02/14/2019,85421
QJR562-01-A (383),Male,01/14/2019,82929
LYZ378-01-A (142),Female,07/30/2011,1359
RRP477-01-A (779),Male,05/12/2017,2124
CDK744-01-A (558),Female,12/14/2018,89540
MMY625-01-A (581),Female,04/05/2020,81381
FDS796-01-A (152),Female,06/20/2019,85939
HZK356-01-A (416),Female,03/08/2017,6029
JVW695-01-A (944),Female,01/24/2022,89142
DSX566-01-A (581),Female,11/09/2008,52
MXZ068-01-A (110),Male,08/24/2009,324
LPF804-01-A (987),Male,05/07/2017,2117
PLC384-01-A (987),Male,05/22/2020,86715
SLP742-01-A (449),Male,09/09/2017,3133
KDN612-01-A (723),Male,02/24/2020,82545
QRD285-01-A (251),Female,08/07/2011,622
MQF285-01-A (152),Male,06/25/2019,81654
TTR638-01-A (944),Female,12/29/2018,84354
BRZ410-01-A (152),Male,02/09/2019,84268
SBS453-01-A (185),Female,03/31/2012,669
KVC670-01-A (186),Female,10/26/2019,87414
PHM086-01-A (152),Unknown,07/02/2023,80654
HXN482-01-A (449),Male,04/22/2020,81862
YMS783-01-A (944),Female,01/28/2023,81028
XNX016-01-A (746),Female,03/12/2022,81839
TPJ496-01-A (614),Male,07/26/2019,84851
JZM774-01-A (680),Male,04/17/2012,688
NMN462-01-A (218),Female,12/01/2017,80437
CLY789-01-A (581),Male,05/09/2019,89839
CYT370-01-A (383),Male,11/16/2021,80079
NLN960-01-A (284),Male,09/30/2019,84837
MYY891-01-A (142),Female,04/07/2019,80473
BXV948-01-A (746),Female,04/17/2018,89987
KBQ321-01-A (657),Male,10/02/2021,83415
MFH557-01-A (921),,03/01/2023,88144
FYC899-01-A (449),,10/17/2018,87667
BBX981-01-A (987),,02/17/2023,86979
BVC213-01-A (558),Female,07/22/2021,89690
XMK732-01-A (449),Female,10/09/2016,6021
ZTL361-01-A (713),Male,10/26/2022,81995
FFQ157-01-A (855),Female,08/29/2014,1655
WTN483-01-A (845),Female,04/13/2018,82787
SPX674-01-A (977),Male,09/06/2016,3037
CDD765-01-A (426),Female,10/12/2019,81150
VFR138-01-A (383),Male,05/16/2010,481
WGJ956-01-A (449),Male,03/31/2011,588
XFL163-01-A (185),Female,08/10/2009,339
WKM586-01-A (647),Female,10/31/2013,1593
CZX484-01-A (746),Male,09/25/2018,83921
YXY517-01-A (340),Male,08/29/2009,323
JHX619-01-A (383),Female,10/22/2019,83225
JNM411-01-A (888),Female,04/05/2022,83637
XCN911-01-A (185),Female,09/05/2020,87589
RBV332-01-A (119),Female,11/12/2018,87218
RWP288-01-A (944),Male,06/04/2022,83152
QSC215-01-A (120),Female,04/18/2021,83384
MMH530-01-A (855),Female,02/22/2020,80312
LHD338-01-A (723),Female,10/30/2008,54
JNB114-01-N (967),Female,08/31/2016,3058
BWL980-01-A (251),Male,12/07/2019,87999
SGF025-02-A (789),Male,10/01/2015,1681
DKV284-01-A (152),Female,10/25/2019,89875
NKL839-01-A (350),Female,02/12/2012,1378
TDC851-01-A (822),Female,09/08/2020,81716
SZF435-01-A (548),Female,07/08/2015,1694
CQY789-01-A (746),Female,03/09/2022,83710
GJZ108-01-A (185),Female,08/29/2019,83932
VYG648-01-M (253),Female,03/27/2019,82852
DXC940-01-A (921),Male,06/27/2016,1901
QGJ874-01-A (218),,11/02/2022,88437
PYC246-01-A (317),Male,11/09/2021,88072
DKK048-01-A (723),Male,11/30/2016,2015
BBB555-01-A (162),Female,09/21/2021,86930
MQJ796-01-M (923),Male,04/12/2013,1514
MWL579-01-A (746),Female,02/11/2019,86541
VKF111-01-A (855),Male,09/27/2022,80082
KCB732-01-A (393),Female,03/12/2016,1711
MYL630-01-A (416),Female,08/04/2009,390
TQW993-01-A (142),Male,06/16/2022,80561
SFL447-01-A (185),Female,12/23/2008,60
VBB402-01-A (525),,04/21/2020,83341
PML611-01-A (186),Male,02/12/2022,89367
LLJ706-01-A (120),Female,10/31/2009,366
DGR239-01-A (888),Male,04/06/2016,3021
TMD325-01-A (120),,04/04/2023,89143
HVY011-01-A (350),Male,12/24/2018,85426
GJK710-01-A (657),Female,03/02/2023,85195
LXF284-01-A (317),Male,10/30/2020,89845
DWJ555-01-A (185),Male,08/01/2018,87278
FDT477-01-A (153),Female,11/10/2012,1484
RYB389-01-N (156),Male,11/03/2022,84009
RFV406-01-A (317),Male,09/19/2018,82068
PFJ108-01-A (822),Female,04/25/2022,86824
GCZ225-01-A (954),Male,10/24/2016,2075
MMJ680-01-A (119),Male,11/26/2022,87473
KFZ064-02-A (251),Male,05/09/2010,479
KGZ202-01-A (153),Female,03/11/2020,85603
PHT362-01-A (284),Male,05/23/2018,87882
FMC545-01-A (657),Female,06/21/2023,81126
MXD932-01-A (284),Unknown,06/15/2023,88396
WJQ794-01-A (779),Female,06/28/2019,87923
CLS557-01-A (152),Female,09/15/2009,394
BGL926-01-A (723),Female,04/11/2022,85955
WVW088-01-A (241),Male,08/08/2011,655
PHZ636-01-A (614),Male,03/04/2022,84440
HZM174-01-A (416),Male,08/13/2022,88912
XWH745-01-A (812),Female,07/12/2011,604
YQY826-01-A (208),Female,07/22/2015,1662
JJZ658-01-A (614),Male,02/21/2019,88415
BWR335-02-A (284),Female,09/24/2014,1619
PPK047-01-A (251),Female,07/04/2017,3101
HSV917-01-A (647),Female,05/01/2013,1577
TSN328-01-M (155),Male,10/11/2018,80299
XGT908-01-A (713),Male,06/25/2023,82305
MJJ033-01-A (756),Male,02/06/2019,83772
QTQ022-01-A (383),Female,09/28/2018,89779
SLS348-01-A (614),Female,04/28/2021,84184
HSB243-01-A (723),Male,06/08/2023,84491
PBG796-01-A (120),Male,10/31/2011,653
VDT886-01-A (713),Female,07/10/2022,87357
ZMC796-01-M (989),Male,11/05/2018,85386
QHG535-01-A (954),Male,11/22/2019,85073
FWT291-01-A (482),Female,10/15/2022,89201
NPD652-01-A (120),Female,10/29/2017,3141
HKG602-01-A (591),Male,03/18/2023,82380
YNZ445-01-A (143),Male,12/11/2016,6040
NSY389-01-A (143),Female,08/13/2022,87152
LZJ787-01-A (779),Female,10/29/2021,82726
SJZ725-01-A (746),Female,12/21/2016,5017
QFY319-01-N (924),Female,07/10/2017,3110
RGP420-01-A (120),Female,04/30/2022,88277
GHN653-01-A (888),Female,06/06/2023,87575
WMM065-01-A (449),Male,04/18/2023,80857
XKK645-01-A (482),Female,09/06/2022,82396
GJH140-01-A (459),Male,12/28/2009,425
KPJ294-01-A (185),Female,05/13/2014,1558
GGR945-01-A (119),Female,03/03/2019,86833
BTL873-01-A (185),Female,05/08/2019,84290
BQW274-01-A (284),Female,01/14/2023,85148
LNP424-01-A (185),Female,12/23/2021,81066
HSX545-01-A (614),Male,12/26/2018,85907
NNQ829-01-A (581),Female,03/18/2010,220
PCL267-01-A (987),Female,08/02/2011,614
XSW350-01-A (911),Male,09/04/2018,80522
BBJ428-01-A (393),Male,06/11/2012,1395
GWH817-01-A (251),Female,02/07/2022,85130
DJW803-01-A (153),Male,10/21/2016,3062
RWC339-01-M (824),Male,12/13/2009,426
YRF165-01-A (482),Female,05/03/2013,1477
QNG566-01-A (284),Female,09/09/2019,80789
CVS302-01-A (186),Male,10/20/2022,88372
VQF365-01-A (416),Female,11/16/2022,88909
HQL318-01-A (186),Male,02/22/2023,86923
VWC757-01-A (680),Male,09/23/2019,83625
WXD047-01-A (515),Male,11/16/2018,86043
YVD652-01-A (581),Male,02/27/2022,89333
KFM128-01-A (822),Male,10/25/2019,83306
JHK558-01-A (120),Male,01/25/2019,81890
WTW681-01-A (142),Male,01/20/2019,85110
FYG871-01-A (251),Unknown,01/16/2019,81966
BKG532-01-A (459),,06/23/2023,82443
YSF372-01-A (515),Male,07/07/2018,82996
GKZ718-01-A (449),Male,07/30/2021,80391
FMC953-01-A (756),Male,02/08/2022,85074
TQC990-01-A (383),Female,07/18/2012,1399
NDF394-01-A (789),Male,12/11/2022,85774
FXN765-01-A (515),Female,12/14/2018,84130
QPF716-01-A (218),Male,09/29/2022,80801
STZ858-01-A (307),Male,03/03/2022,85635
VQJ770-01-A (548),Female,05/14/2014,1598
TVM525-01-A (680),Female,07/22/2019,89372
GZP279-01-A (680),Female,07/31/2019,88076
LRP630-01-A (284),Female,01/09/2019,88981
VWY523-01-A (109),Female,03/31/2019,88827
QMW974-01-A (878),Female,11/06/2012,1566
MYL630-02-A (449),Male,05/24/2011,610
NXT011-01-A (449),Male,04/03/2012,1383
HJM928-01-A (119),Male,07/19/2017,3102
XSB156-01-A (350),Male,01/02/2019,89092
TJS459-01-A (680),Female,11/04/2015,1696
PYH842-01-A (548),Female,11/15/2022,82830
DYN462-01-A (284),Male,08/08/2022,83301
ZFW242-01-A (548),Female,05/19/2018,80651
HYN340-01-A (251),Male,01/06/2022,89107
VKY771-01-A (878),Female,10/11/2019,88810
BZV770-01-A (581),Female,01/30/2019,86525
BGN085-01-A (657),Female,10/16/2018,82728
DBV304-01-A (624),Female,01/12/2022,88578
TNZ700-01-A (680),Female,09/11/2016,3008
HNV345-01-A (317),,07/06/2023,88983
LNJ895-01-A (383),Male,06/19/2019,85155
MPX757-01-A (845),Male,11/07/2022,89609
SGY786-01-A (845),Female,10/09/2020,87969
TRL113-01-A (284),Female,04/22/2019,80548
ZQL875-01-A (944),Female,09/30/2011,624
LBM322-01-A (591),Male,12/04/2019,82080
RWC578-01-A (581),Male,02/20/2009,293
FYC718-01-A (119),Female,06/12/2021,87423
HGR753-01-A (153),Male,09/22/2021,87130
QGS155-01-A (251),Male,02/05/2019,83640
XDR789-01-A (779),Female,10/04/2009,369
SVC604-01-A (251),Female,09/06/2020,81807
YXX723-01-A (274),,03/28/2023,84193
NZV696-01-A (208),Female,05/03/2020,82006
JVR784-01-A (746),Male,06/22/2019,89515
TSR068-01-A (812),Male,09/02/2022,81739
DCG792-01-A (525),Male,03/21/2018,80494
HDQ921-01-A (822),Male,08/11/2012,681
GDW843-01-A (186),Male,01/06/2022,81144
FKJ961-01-A (888),Female,03/13/2022,89767
KDC194-02-A (558),Female,03/25/2010,414
CBB425-01-A (163),Female,01/09/2016,1703
HYP683-01-A (647),Female,06/07/2013,1576
GGJ642-01-A (657),Male,03/11/2021,85217
JKZ989-01-A (878),Female,10/09/2018,86701
CLP132-01-A (690),Male,11/24/2009,373
SWZ661-01-A (142),Female,12/15/2021,82509
VCK629-01-A (218),Female,04/04/2019,89194
RWN229-01-A (713),Male,03/18/2020,88518
FQL745-01-A (152),Male,06/30/2022,86243
SPL344-01-A (383),,04/29/2023,86205
JTH529-01-A (251),Female,05/14/2020,85900
HBX436-01-A (120),Male,10/29/2010,512
LYC422-01-A (153),Female,09/01/2022,85643
YDZ239-01-A (746),Female,11/06/2019,84740
MWS026-01-A (548),Female,09/26/2011,613
WKW505-01-A (680),Male,04/14/2019,81400
WMQ658-01-A (845),Female,09/23/2010,528
YSL489-01-A (110),Female,05/14/2009,303
ZSX515-01-A (109),Female,06/23/2009,337
VWM666-01-A (977),Female,02/26/2019,88159
WKR328-01-A (614),Male,02/09/2014,1596
HMP017-01-A (954),Male,08/05/2016,6018
NMV066-01-A (482),Female,04/16/2022,85981
QYQ453-01-A (812),Female,09/06/2019,80248
NNF727-01-A (119),Female,09/20/2018,88358
XYW274-01-A (274),Male,11/15/2016,6013
VMF570-01-A (218),Male,11/20/2018,88304
SCB433-01-A (591),Female,09/18/2013,1583
WFK499-01-A (515),Female,01/15/2013,1544
GRN392-01-A (218),Female,07/20/2009,326
JSS418-01-A (482),Male,03/01/2017,2122
XNR080-01-A (581),Female,02/23/2019,84331
ZNQ676-01-A (977),Male,03/18/2013,1524
MDP207-01-A (855),Female,01/03/2019,84829
YGB645-01-A (186),,03/17/2023,86910
NZV480-01-A (911),,05/21/2023,81177
NRK711-01-A (185),Male,11/02/2016,6003
JWJ589-01-A (614),Female,05/04/2018,85651
XRJ821-01-A (548),Male,05/26/2022,83704
QMG495-01-A (284),Female,11/21/2022,88835
RWP821-01-A (713),Male,08/21/2018,86311
BKV315-01-A (921),Female,03/31/2010,387
JPD695-01-A (119),Male,10/20/2010,547
GFK818-01-A (822),Female,02/16/2023,81250
CYW594-01-A (746),Male,01/17/2022,88581
WYL000-01-A (449),Female,03/27/2018,86250
LVV584-01-A (878),Female,11/13/2008,61
SLL766-01-A (515),Female,10/10/2019,84022
GBC514-01-A (195),Unknown,02/22/2019,83205
JJG836-01-A (921),Male,03/15/2019,81649
MPS476-01-A (614),Female,05/22/2018,83868
TJN635-01-A (383),Male,04/14/2022,81097
GJT772-01-A (218),Male,10/22/2020,88640
LXS632-01-A (647),Male,05/24/2010,435
NGD113-01-A (459),Male,08/17/2020,84933
